id,os,os_costOnly,os_decay,os_evidenceOnly,ts_decay,ts_decay_stop,ts_flex_decay,ts_flex_decay_stop,ts_ratio_decay,ts_ratio_decay_stop,ts2_decay,ts2_decay_stop,ts2_flex_decay,ts2_flex_decay_stop,ts2_ratio_decay,ts2_ratio_decay_stop
94,1066.629620556675,1410.5128184226687,1046.755223175962,1346.0916062205654,1090.5566295877077,896.8789908531836,893.5266062607066,893.4902218213986,1211.1826300143605,894.8592113612106,1061.0208628962478,896.8790323011057,875.5043194454665,873.9050279899806,1058.9998740321205,894.8592141840065
95,950.0932368509759,1260.45961060664,920.7609349919146,1234.8915957060617,903.0473743607038,923.5713741386498,900.9240038785417,894.2074688818618,997.4335793587018,921.2722115050977,1022.5355992674738,927.5013814198157,901.3559676117418,898.3965649957678,1022.5370037984337,925.4673831553878
96,992.7999511484571,1126.799388741428,994.8163263482886,1395.291538082094,1007.3877531630894,953.3541239771434,949.450739680463,942.3108627870811,1042.3364009742909,949.987703419403,991.1075316803415,956.1654872979194,941.5510999698071,935.8022828132371,975.208649006033,960.492956417193
99,1065.2257475288695,1450.8456920860397,917.2036733036888,1288.2289026256967,903.3997289981703,888.2510472998963,886.2378139301542,885.7988581304081,1095.9676677475802,886.2369313946762,1098.3693262477761,885.2343742902302,870.3533131467161,865.0151039714141,1057.95181454625,885.3517859829042
100,862.1925295486532,1228.845772714372,863.0082537204503,1191.4490615106506,956.6563766259131,837.0486961605432,836.4363570620656,834.7449421167815,1052.9513743742218,836.5415803304655,975.6488396814992,838.5586136795092,825.2061781363196,821.6162098906536,959.7150036314416,836.5415693496996
101,274.9307309834008,640.0226317813688,274.41377240429284,834.2931937397086,349.896043118257,378.600338661479,321.98235874839236,321.9529292151604,393.1893764940664,376.57803048292635,403.698284260083,378.600322717011,376.57802636513435,367.6975558863004,401.2378275372584,376.5780276472184
102,1111.0692407265733,1557.342411137984,1113.087199981012,1309.3004587030173,1106.1138116275524,1090.0727250740185,1080.9894569327405,1076.4486314963306,1182.7244813250804,1102.6206653471525,1177.7412061923105,1097.9122295331724,1088.1668633029346,1067.7131222165385,1190.6110400347625,1098.4816909934286
103,960.8330583908984,1597.2936226114166,910.3893845749011,990.6138347235935,938.8980282980822,893.9993706961582,888.945779316878,888.94381371552,926.498155937436,891.981432280548,952.4498618502622,893.9993952489402,861.358569751604,877.53007827492,954.45897715256,857.40208595372
104,1104.9256277074512,1570.4586954989236,1105.9021071036825,1401.3820387494875,1129.6109093686111,1000.987768561907,999.5370859577974,998.9015430701074,1279.2899955199355,999.5884274568655,1212.4970456283731,1002.122151171103,953.1679944166875,951.4534570222174,1193.4674662825514,996.9939102797715
105,1244.7261829133624,1657.7728307805153,1246.7419479717582,1311.2665203415013,1234.7691296475357,1177.0185176511777,1168.3600290880356,1168.0569389663337,1254.6857178857756,1175.2594996558157,1259.5138779812016,1175.0604707551718,1175.2595199955597,1170.4018654802196,1242.4188908439098,1175.2595434773098
106,1084.3366040398917,1611.0471208720203,1077.800958663957,1292.6180955039072,1029.607083200763,1007.3884499456111,1005.1364163305208,1004.7766480737348,1140.3245638949327,1005.3739585012488,1161.234438537989,1007.395113758145,1001.5066401702468,1000.9937658162088,1170.6219458532487,1005.3740613749668
107,1023.8292803206327,1588.7328533395707,1014.9174317650975,1262.8897976367002,1029.043716696597,1032.5607013439587,1027.1442216921976,1028.4450916058233,1167.7258095812874,1030.5416476308253,1174.963775577629,1019.0155633148448,974.2215810380953,971.5376927931613,1156.5050908083833,1027.9629870382753
108,942.2074316788764,1478.190359261082,940.1785810923272,1252.6837748731984,1006.4383621017026,1010.9586931390767,976.1675567722459,975.2686848382799,1132.394996813242,1013.7919601776019,1131.7941281326546,1015.8736095315046,936.5756932708599,927.7789005296679,1119.8879259942219,999.1707342932818
109,1196.6561706224759,1487.7759431858028,1195.79521798701,1397.9977894947224,1196.5072071057543,1149.6285468081385,1162.5605965163834,1162.5605923897533,1269.8667619207654,1171.4298707310813,1238.1556392026664,1159.7367592817545,1171.4298652021873,1156.7647846504774,1258.1533368676874,1162.8163020622194
