id,b0,bC0_1,bC0_4,bN,bOC,ll,model
50,-2.49870848307185,0.150093345126764,-0.118114019950308,0.184978689980256,0.38422387758272,-708.442231767549,os_costOnly
51,-3.83681269346429,1.52704842338636,-3.43106958328304,0.175929722390014,7.89660783930024,-525.90252201515,os_costOnly
52,-2.86816766175779,0.110668916690198,-0.591430993582839,0.172718601107744,1.4467020527807,-676.383308469964,os_costOnly
53,-4.36432310126562,1.19169287483412,2.17885056237999,0.0383321466730748,0.362984923568857,-658.809463055753,os_costOnly
54,-3.68696106650149,0.673441318795772,1.53429870191294,0.113130118864618,0.250046569970811,-794.830409543341,os_costOnly
55,-6.56771896303305,3.59697295991977,4.24152698554405,0.191398523652394,0.0139077620074782,-620.422929167716,os_costOnly
56,-3.04935444418912,0.964089642159381,-0.667147802004988,0.0217592571145879,6.99339442529248,-516.783919203333,os_costOnly
58,-3.04222251022509,1.26090131196977,0.414737622026284,0.067710572300338,0.889108714621324,-706.042152680916,os_costOnly
60,-4.40499900629059,2.40611153863006,2.37983252315864,0.0895470036607039,-0.0789596107150887,-714.195779505447,os_costOnly
61,-8.53064051691971,5.1555087532879,5.31350810120679,0.0893051506990172,0.152343950882246,-569.32599889231,os_costOnly
62,-3.2668606649047,0.344274134025058,0.582710398875187,0.0668900984884203,0.368404575606208,-792.087356037072,os_costOnly
63,-3.61196896826956,0.916840057179262,0.719678519260467,0.0535781203888998,0.535191384363197,-752.791787392655,os_costOnly
64,-3.27822939822989,0.995879680190708,-0.0854758782310353,0.12002308571686,1.13192906982149,-709.87582109003,os_costOnly
65,-3.25582540604741,0.0310014060377049,-0.707525908174372,0.139252105320436,1.05969267104234,-742.276231302751,os_costOnly
67,-4.59315269391317,1.40015175016235,2.42206799102886,0.1285012086094,0.109942911201903,-748.331817267866,os_costOnly
68,-3.73335274371026,1.08446562567738,1.25645803270328,0.154430273170825,-0.112655220275687,-821.981306954645,os_costOnly
69,-4.00960982606336,1.17128053460245,1.8184089086378,0.104900207386539,0.373327996455154,-748.794408542158,os_costOnly
70,-5.58250167495938,3.67199788700768,3.69300121059796,0.102578011654738,-0.00424491576248091,-597.045049841068,os_costOnly
71,-3.20166662927794,0.309939647453095,0.21129837517008,0.0426817028502993,0.768091966456468,-759.339745055277,os_costOnly
72,-3.03834813983478,1.25748732763844,0.16151895975378,0.131779811502174,0.293539279881902,-748.530056777552,os_costOnly
73,-3.19847275942006,0.407794406702995,0.839896077348802,0.0182026067714446,0.310072734063041,-772.572795448286,os_costOnly
74,-3.8744657399498,0.702697383597806,0.686705732051997,0.155839919411615,0.253480127451251,-799.70594425867,os_costOnly
75,-3.29421858856824,0.646675656854776,0.656047038871847,0.0663805596419435,0.352957128721926,-791.134931274153,os_costOnly
76,-2.53876189953046,-0.0783603229636975,0.21335304862927,0.201664222564076,-0.0800132803802149,-745.262080810992,os_costOnly
77,-3.37866786718026,0.0482764345154477,0.250788634892128,0.0298519146086683,0.521976072692794,-760.178141891534,os_costOnly
78,-3.04940232053969,0.943421036641873,0.841216224130293,0.0147573447939671,0.47433327442706,-744.69762700996,os_costOnly
79,-3.44964702364937,1.08100774224286,0.88046461587205,0.073817808555198,0.473769907630135,-756.728786003137,os_costOnly
80,-5.05124452312719,1.84687874031437,2.64925994060375,0.132206089087193,-0.162481145542546,-754.652441668068,os_costOnly
81,-4.3973577568727,2.05443122286782,2.44831268660376,0.0844596104295277,0.00391427006862716,-715.642481809019,os_costOnly
82,-3.2722024779671,0.516103038335432,0.921109370261803,0.0713138298331044,0.00139552846635853,-819.726598973843,os_costOnly
83,-3.80773386080547,1.22236609984315,1.77827772142496,0.0579981139156631,0.201809632469437,-745.315569640603,os_costOnly
86,-4.83760730723237,1.42815309644774,1.72487211032722,0.136763390514849,-0.0140478522266461,-767.323822904003,os_costOnly
87,-2.8321538583507,0.551821776674812,0.178647885370598,0.0748414842525396,0.0788691522764825,-823.552823305744,os_costOnly
88,-2.88720903348435,-0.0399621958373554,-0.108239846728919,0.0783050779610376,1.32552582957928,-733.535704999111,os_costOnly
89,-2.96013818704576,0.727225827914989,1.26599640781631,0.0461812848354012,0.0916798796243807,-783.238453473979,os_costOnly
90,-3.63677620495834,0.463995213615843,0.304247502437718,0.142168836859045,0.184970323093648,-833.57895244979,os_costOnly
91,-2.66557093725693,0.911289882821103,-0.720459677823688,0.0802834525221686,2.39806579160829,-637.982291943957,os_costOnly
92,-4.8276748578304,1.3794611861891,1.75557722486639,0.135329189627025,0.30011112513349,-732.252626112063,os_costOnly
93,-7.47844439766465,4.80428586700443,5.16754708882602,0.0587090542671486,0.0449486382902668,-572.231793557256,os_costOnly
94,-4.40740543000275,1.54078747480711,1.15815823904364,0.092224395332604,0.619756705255539,-700.246579591413,os_costOnly
95,-3.08743422021933,0.733146703854241,0.231441658554834,0.0910924178342837,3.2556581177664,-625.212970286485,os_costOnly
96,-5.23206968948292,-0.162799065087333,-0.618891862963298,0.202543230617239,4.73574865627387,-558.388575023049,os_costOnly
99,-3.85825273857877,1.4052584407636,2.08817032758811,0.0298137175038942,-0.136825370992382,-720.413236818164,os_costOnly
100,-6.06343620747222,2.88403320322979,2.35662582050754,0.127446415413633,0.465280893258316,-609.414404592979,os_costOnly
101,-73.5761311744422,69.9729065817903,70.3102604242905,1.24984485924149,-0.742830489141952,-315.000237604126,os_costOnly
102,-3.22358793280274,0.487505366815995,0.0688812043768543,0.0962348561473095,0.606336716907547,-773.659015402393,os_costOnly
103,-2.98343488530303,0.157419378969924,-0.201259637362912,0.00346310923605847,0.242866604521143,-793.637888045744,os_costOnly
104,-4.50269572346808,1.48589107784779,1.78485168939616,0.156174552913755,0.107090993503033,-780.219226291972,os_costOnly
105,-3.3437439194496,0.665217744823224,0.168021821612178,0.100844316331602,0.172591525506421,-823.875708752142,os_costOnly
106,-3.17374260774876,0.60769503134124,0.39677293298295,0.039191573414432,0.243241410075387,-800.513122022649,os_costOnly
107,-3.9768667540169,0.736874055374612,1.60340467034035,0.0952676099332307,0.0678085956201877,-789.356950990695,os_costOnly
108,-3.62866110822078,1.0923462618796,1.13979425045343,0.076664429578746,0.632534465084839,-734.083265412908,os_costOnly
109,-5.01601068220277,0.796586508647505,2.21545207747134,0.154257673281806,0.14487217702494,-738.879608057914,os_costOnly
110,-3.1015588169323,-0.00634288575791398,0.0383775367925597,0.136712560273476,0.38252168919012,-793.166002707723,os_costOnly
111,-2.53754908292822,0.31087830600708,0.206836894452741,0.0857689178530122,0.105037569233685,-793.895856285406,os_costOnly
112,-3.74251262804778,1.29200613665776,1.85838965269989,0.0872559686253235,0.0935791038723445,-759.662369820256,os_costOnly
113,-4.01629953189418,0.578001109864531,1.22226251622785,0.0491748887579416,0.124395151524088,-733.218694102911,os_costOnly
114,-5.3801177964864,1.74078233249043,3.05167999665028,0.198591288017932,0.0956725896342194,-736.299034352994,os_costOnly
