id,bkC,bC0_1,bC0_4,bN,bOC,bkE,bU,bE,bEv,bPN,bPR,ptr46,ptr28,alpha,ll,model
47,-7.31912951253126,1.74996634583917,-3.46195887540898,2.65100324144973,3.16926856888623,-13.6087219019824,-0.425800584834477,12.6273358966852,0.704665214676758,-1.23401217415287,-0.247767870660208,0.789660396840604,0.74502526357657,0.507097656793776,-362.157845702305,ts_ratio_decay_stop
48,-6.17114339276752,-75.3445205446923,-312.29148293662,1.34203302562057,263.307633357087,-0.919516811395219,-2.66138136834145,0.384377715553532,1.54642573182207,-0.11571388493906,-0.588709980940772,0.999998976384188,0.935012409172851,0.930143988469922,-463.271891273765,ts_ratio_decay_stop
49,-0.584328638417945,-14.8064195953838,-65.7393844364687,-0.0761796903641952,158.194154153551,-3.22957532597938,0.703251888755174,1.17037329462017,0.518605458774674,-0.170592292603834,0.204882906307667,0.999999870873088,0.885414055657577,0.999999932874798,-484.373680851326,ts_ratio_decay_stop
50,-0.101369583934705,-50.3960426173025,-200.540788401716,0.0701467286814008,250.453758875272,-7.139776374778,0.588874937476922,2.56757008458514,0.905343797437048,-0.188771248640738,1.16252336139281,0.932882977184793,0.99999363648554,0.916619598687491,-431.909875686991,ts_ratio_decay_stop
51,-2.65195167435786,-64.2846755001159,-350.755602887258,0.124570442340264,443.38434474222,-0.292655391112887,-0.740113615613619,4.02159439931986,0.233861045906141,-0.809050480562448,-0.625192250903192,0.922475291763775,0.90448392355184,0.99999991238737,-345.239031590591,ts_ratio_decay_stop
52,-8.15188089828691,-2.83872141456012,-10.777152496584,2.37314249129023,18.4084182359992,-2.84433227667616,-2.54192276278444,1.21292040537228,1.63834174669438,-0.0986025724769418,0.203376621506152,0.999999997836903,0.975592353009605,0.903555718820413,-384.885167201259,ts_ratio_decay_stop
53,-3.90025603842619,3.33093650010159,160.467606835492,0.0839977801858622,-1.35570131243917,-2.64272102726867,-1.61847089679897,0.737785492078527,2.47522867233116,-0.251533649692606,-0.669363589006972,0.973715649327552,0.999999997340106,0.938764412341575,-468.189442225843,ts_ratio_decay_stop
54,-2.27623456215215,1.58619617582386,4.94079976007831,0.143715231106313,0.418618659942913,-3.25776631540054,-0.013289601967473,0.794691403108195,0.730686810620088,-0.0446902981942472,-0.231899138488822,0.999999606661131,0.991838805689035,0.925457061722726,-616.279063070929,ts_ratio_decay_stop
55,-4.63123930639131,0.768168909361851,0.953323324353807,0.117181131162869,6.33191212606586,-5.17779890094257,-4.57770955777757,2.13361903905586,2.46058883037104,-0.198700161163394,2.04428533049407,0.999999947940996,0.953847807609109,0.830852642161361,-375.452045819556,ts_ratio_decay_stop
56,-1.84168472290639,1.0193124629091,0.143430843246417,0.00168103840896591,7.89165842135409,-750.689048032632,-1795.87649813313,1041.28429460786,1794.99840478784,-291.56155368402,234.958187449649,0.745290461428762,0.769782819965819,0.729163599209968,-441.232092727264,ts_ratio_decay_stop
